frame_number,timestamp,src_mac,dst_mac,appid,gocb_ref,time_allowed,st_num,sq_num,test,conf_rev,nds_com,packet_size,time_diff
190,2025-08-16 16:09:18.736255,00:60:36:76:21:88,01:0c:cd:01:05:38,0x0538,I_T1002ARPIT/LLN0$GO$gocb1,10000,20,2980,N/A,1,False,356,0.112249
191,2025-08-16 16:09:18.802397,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224202,0,N/A,1,False,315,0.066142
192,2025-08-16 16:09:18.805178,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224202,1,N/A,1,False,315,0.002781
193,2025-08-16 16:09:18.807337,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224202,2,N/A,1,False,315,0.002159
194,2025-08-16 16:09:18.807337,00:10:00:00:05:29,01:0c:cd:01:05:29,0x0529,C_T1002XPIGO/LLN0$GO$gocb1,10000,1,2982,N/A,1,False,201,0.0
196,2025-08-16 16:09:18.808705,00:10:00:00:05:29,01:0c:cd:01:05:2b,0x052b,C_T1002XPIGO/LLN0$GO$gocb3,10000,1,2982,N/A,1,False,165,0.001368
195,2025-08-16 16:09:18.808705,00:10:00:00:05:29,01:0c:cd:01:05:2a,0x052a,C_T1002XPIGO/LLN0$GO$gocb2,10000,1,2982,N/A,1,False,287,0.0
197,2025-08-16 16:09:18.810518,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224202,3,N/A,1,False,315,0.001813
198,2025-08-16 16:09:18.818447,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224202,4,N/A,1,False,315,0.007929
199,2025-08-16 16:09:19.004413,00:60:36:14:96:56,01:0c:cd:01:05:3e,0x053e,I_T1003ARPIT/LLN0$GO$gocb3,10000,29,3240,N/A,1,False,315,0.185966
200,2025-08-16 16:09:19.027048,00:60:36:14:96:56,01:0c:cd:01:05:3b,0x053b,I_T1003ARPIT/LLN0$GO$gocb0,10000,2,52989,N/A,1,False,320,0.022635
201,2025-08-16 16:09:19.130345,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155758,0,N/A,1,False,343,0.103297
202,2025-08-16 16:09:19.132332,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155758,1,N/A,1,False,343,0.001987
203,2025-08-16 16:09:19.134328,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155758,2,N/A,1,False,343,0.001996
204,2025-08-16 16:09:19.138298,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155758,3,N/A,1,False,343,0.00397
205,2025-08-16 16:09:19.146323,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155758,4,N/A,1,False,343,0.008025
206,2025-08-16 16:09:19.266501,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224203,0,N/A,1,False,315,0.120178
207,2025-08-16 16:09:19.268521,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224203,1,N/A,1,False,315,0.00202
208,2025-08-16 16:09:19.270508,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224203,2,N/A,1,False,315,0.001987
209,2025-08-16 16:09:19.274996,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224203,3,N/A,1,False,315,0.004488
210,2025-08-16 16:09:19.282517,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224203,4,N/A,1,False,315,0.007521
211,2025-08-16 16:09:19.349669,00:60:36:14:96:56,01:0c:cd:01:05:3c,0x053c,I_T1003ARPIT/LLN0$GO$gocb1,10000,12,3061,N/A,1,False,356,0.067152
212,2025-08-16 16:09:19.349769,00:60:36:86:31:46,01:0c:cd:01:05:3f,0x053f,NIT1102ARPIT/LLN0$GO$gocb0,10000,110,3061,N/A,1,False,605,0.0001
213,2025-08-16 16:09:20.388052,00:60:36:76:21:88,01:0c:cd:01:05:37,0x0537,I_T1002ARPIT/LLN0$GO$gocb0,10000,2,52994,N/A,1,False,320,1.038283
214,2025-08-16 16:09:20.516194,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224204,0,N/A,1,False,315,0.128142
215,2025-08-16 16:09:20.516252,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224204,1,N/A,1,False,315,5.8e-05
216,2025-08-16 16:09:20.518410,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224204,2,N/A,1,False,315,0.002158
217,2025-08-16 16:09:20.523927,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224204,3,N/A,1,False,315,0.005517
218,2025-08-16 16:09:20.531572,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224204,4,N/A,1,False,315,0.007645
219,2025-08-16 16:09:20.991317,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224205,0,N/A,1,False,315,0.459745
220,2025-08-16 16:09:20.992863,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224205,1,N/A,1,False,315,0.001546
221,2025-08-16 16:09:20.994859,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224205,2,N/A,1,False,315,0.001996
222,2025-08-16 16:09:20.999203,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224205,3,N/A,1,False,315,0.004344
223,2025-08-16 16:09:21.007032,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224205,4,N/A,1,False,315,0.007829
224,2025-08-16 16:09:21.102802,00:10:00:00:05:2c,01:0c:cd:01:05:2d,0x052d,C_T1003XPIGO/LLN0$GO$gocb2,10000,15,138177,N/A,1,False,288,0.09577
225,2025-08-16 16:09:21.165036,00:60:36:50:a3:26,01:0c:cd:01:05:33,0x0533,I_T1102ARPIT/LLN0$GO$gocb0,10000,34,55767,N/A,1,False,320,0.062234
226,2025-08-16 16:09:21.373833,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155759,0,N/A,1,False,343,0.208797
227,2025-08-16 16:09:21.375844,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155759,1,N/A,1,False,343,0.002011
228,2025-08-16 16:09:21.377815,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155759,2,N/A,1,False,343,0.001971
229,2025-08-16 16:09:21.381812,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155759,3,N/A,1,False,343,0.003997
230,2025-08-16 16:09:21.385468,00:a0:03:6a:70:60,01:0c:cd:01:05:32,0x0532,P_T1102APIGO/LLN0$GO$gocb0,10000,1,3080,N/A,1,False,233,0.003656
231,2025-08-16 16:09:21.389819,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155759,4,N/A,1,False,343,0.004351
232,2025-08-16 16:09:21.873586,00:60:36:50:a3:26,01:0c:cd:01:05:34,0x0534,I_T1102ARPIT/LLN0$GO$gocb1,10000,47,2907,N/A,1,False,356,0.483767
233,2025-08-16 16:09:21.895037,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155760,0,N/A,1,False,343,0.021451
234,2025-08-16 16:09:21.895462,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155760,1,N/A,1,False,343,0.000425
235,2025-08-16 16:09:21.897162,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155760,2,N/A,1,False,343,0.0017
236,2025-08-16 16:09:21.901158,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155760,3,N/A,1,False,343,0.003996
237,2025-08-16 16:09:21.909336,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155760,4,N/A,1,False,343,0.008178
238,2025-08-16 16:09:22.023304,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155761,0,N/A,1,False,343,0.113968
239,2025-08-16 16:09:22.024821,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155761,1,N/A,1,False,343,0.001517
240,2025-08-16 16:09:22.026827,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155761,2,N/A,1,False,343,0.002006
241,2025-08-16 16:09:22.030836,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155761,3,N/A,1,False,343,0.004009
242,2025-08-16 16:09:22.038839,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155761,4,N/A,1,False,343,0.008003
243,2025-08-16 16:09:22.077980,00:10:00:00:05:26,01:0c:cd:01:05:27,0x0527,C_T1102XPIGO/LLN0$GO$gocb2,10000,1,2909,N/A,1,False,287,0.039141
244,2025-08-16 16:09:22.078188,00:10:00:00:05:26,01:0c:cd:01:05:28,0x0528,C_T1102XPIGO/LLN0$GO$gocb3,10000,1,2909,N/A,1,False,165,0.000208
245,2025-08-16 16:09:22.260053,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224206,0,N/A,1,False,315,0.181865
246,2025-08-16 16:09:22.262032,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224206,1,N/A,1,False,315,0.001979
247,2025-08-16 16:09:22.264025,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224206,2,N/A,1,False,315,0.001993
248,2025-08-16 16:09:22.267972,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224206,3,N/A,1,False,315,0.003947
249,2025-08-16 16:09:22.275449,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224206,4,N/A,1,False,315,0.007477
250,2025-08-16 16:09:22.539269,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155762,0,N/A,1,False,343,0.26382
251,2025-08-16 16:09:22.543536,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155762,1,N/A,1,False,343,0.004267
252,2025-08-16 16:09:22.543536,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155762,2,N/A,1,False,343,0.0
253,2025-08-16 16:09:22.547309,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155762,3,N/A,1,False,343,0.003773
254,2025-08-16 16:09:22.555343,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155762,4,N/A,1,False,343,0.008034
255,2025-08-16 16:09:22.670014,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155763,0,N/A,1,False,343,0.114671
256,2025-08-16 16:09:22.670720,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155763,1,N/A,1,False,343,0.000706
257,2025-08-16 16:09:22.675428,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155763,2,N/A,1,False,343,0.004708
258,2025-08-16 16:09:22.676793,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155763,3,N/A,1,False,343,0.001365
259,2025-08-16 16:09:22.686168,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155763,4,N/A,1,False,343,0.009375
260,2025-08-16 16:09:22.717801,00:60:36:76:21:88,01:0c:cd:01:05:3a,0x053a,I_T1002ARPIT/LLN0$GO$gocb3,10000,27,3349,N/A,1,False,315,0.031633
261,2025-08-16 16:09:22.736832,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224207,0,N/A,1,False,315,0.019031
262,2025-08-16 16:09:22.737507,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224207,1,N/A,1,False,315,0.000675
263,2025-08-16 16:09:22.741163,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224207,2,N/A,1,False,315,0.003656
264,2025-08-16 16:09:22.743696,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224207,3,N/A,1,False,315,0.002533
265,2025-08-16 16:09:22.751663,00:60:36:50:a3:26,01:0c:cd:01:05:36,0x0536,I_T1102ARPIT/LLN0$GO$gocb3,10000,224207,4,N/A,1,False,315,0.007967
266,2025-08-16 16:09:22.764049,00:60:36:76:21:88,01:0c:cd:01:05:39,0x0539,I_T1002ARPIT/LLN0$GO$gocb2,10000,3,52880,N/A,1,False,1059,0.012386
267,2025-08-16 16:09:22.838821,00:60:36:86:31:46,01:0c:cd:01:05:40,0x0540,NIT1102ARPIT/LLN0$GO$gocb1,10000,63,14,N/A,1,False,398,0.074772
268,2025-08-16 16:09:23.045805,00:60:36:50:a3:26,01:0c:cd:01:05:35,0x0535,I_T1102ARPIT/LLN0$GO$gocb2,10000,65,20594,N/A,1,False,1059,0.206984
269,2025-08-16 16:09:23.151233,00:10:00:00:05:2c,01:0c:cd:01:05:2c,0x052c,C_T1003XPIGO/LLN0$GO$gocb1,10000,1,279490,N/A,1,False,202,0.105428
270,2025-08-16 16:09:23.152700,00:10:00:00:05:2c,01:0c:cd:01:05:2e,0x052e,C_T1003XPIGO/LLN0$GO$gocb3,10000,1,279490,N/A,1,False,166,0.001467
271,2025-08-16 16:09:23.217745,00:10:00:00:05:26,01:0c:cd:01:05:26,0x0526,C_T1102XPIGO/LLN0$GO$gocb1,10000,2,2908,N/A,1,False,201,0.065045
272,2025-08-16 16:09:23.521148,00:10:00:00:05:2f,01:0c:cd:01:05:2f,0x052f,CBT1102XPIGO/LLN0$GO$gocb1,10000,1,3113,N/A,1,False,201,0.303403
273,2025-08-16 16:09:23.521887,00:10:00:00:05:2f,01:0c:cd:01:05:30,0x0530,CBT1102XPIGO/LLN0$GO$gocb2,10000,1,3113,N/A,1,False,287,0.000739
274,2025-08-16 16:09:23.522873,00:10:00:00:05:2f,01:0c:cd:01:05:31,0x0531,CBT1102XPIGO/LLN0$GO$gocb3,10000,1,3113,N/A,1,False,165,0.000986
275,2025-08-16 16:09:23.533739,00:60:36:14:96:56,01:0c:cd:01:05:3d,0x053d,I_T1003ARPIT/LLN0$GO$gocb2,10000,1,52992,N/A,1,False,1059,0.010866
277,2025-08-16 16:09:23.579611,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155764,1,N/A,1,False,343,0.045872
276,2025-08-16 16:09:23.579611,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155764,0,N/A,1,False,343,0.0
278,2025-08-16 16:09:23.579679,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155764,2,N/A,1,False,343,6.8e-05
279,2025-08-16 16:09:23.585426,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155764,3,N/A,1,False,343,0.005747
280,2025-08-16 16:09:23.591801,00:60:36:86:31:46,01:0c:cd:01:05:41,0x0541,NIT1102ARPIT/LLN0$GO$gocb2,10000,1155764,4,N/A,1,False,343,0.006375
281,2025-08-16 16:09:23.736817,00:60:36:76:21:88,01:0c:cd:01:05:38,0x0538,I_T1002ARPIT/LLN0$GO$gocb1,10000,20,2981,N/A,1,False,356,0.145016
282,2025-08-16 16:09:23.805590,00:10:00:00:05:29,01:0c:cd:01:05:29,0x0529,C_T1002XPIGO/LLN0$GO$gocb1,10000,1,2983,N/A,1,False,201,0.068773
284,2025-08-16 16:09:23.807719,00:10:00:00:05:29,01:0c:cd:01:05:2b,0x052b,C_T1002XPIGO/LLN0$GO$gocb3,10000,1,2983,N/A,1,False,165,0.002129
283,2025-08-16 16:09:23.807719,00:10:00:00:05:29,01:0c:cd:01:05:2a,0x052a,C_T1002XPIGO/LLN0$GO$gocb2,10000,1,2983,N/A,1,False,287,0.0
285,2025-08-16 16:09:24.004204,00:60:36:14:96:56,01:0c:cd:01:05:3e,0x053e,I_T1003ARPIT/LLN0$GO$gocb3,10000,29,3241,N/A,1,False,315,0.196485
